Price,Beds,Baths,Sq-ft,Basement,Garage,Rooms,Annual Tax,Style,Year Built,Walkable Score,Bikeable Score,Address,City,Zip
529900,3.0,2.0,1331.0,1,0,,7140.0,Single Family Residential,1960,47.0,35.0,"19 Pyne Rd,South Brunswick, NJ 08824",South Brunswick, 08824
650000,,,,1,1,,1080.0,Single Family Residential,1909,94.0,50.0,"216 First St,Perth Amboy, NJ 08861",Perth Amboy, 08861
929000,5.0,2.5,3042.0,1,1,,13910.0,Single Family Residential,2001,6.0,28.0,"57 Monica Way,Monmouth Junction, NJ 08852",Monmouth Junction, 08852
430000,3.0,1.5,1829.0,1,1,8.0,13182.0,Single Family Residential,1926,45.0,36.0,"114 Booream Ave,Milltown, NJ 08850",Milltown, 08850
535000,3.0,3.0,,1,1,11.0,10150.0,Single Family Residential,1996,23.0,32.0,"2 Wintons Way,Monroe, NJ 08831",Monroe, 08831
329000,2.0,2.0,1176.0,0,0,,2022.0,Condo/Co-op,1983,47.0,31.0,"118 Blake Ct #118,Old Bridge, NJ 08857",Old Bridge, 08857
389900,2.0,2.5,1842.0,0,1,6.0,3730.0,Single Family Residential,,19.0,31.0,"F Chadwick Ln Unit F,Monroe, NJ 08831",Monroe, 08831
895000,4.0,2.5,2125.0,1,1,,12516.0,Single Family Residential,1996,42.0,40.0,"29 Breeze Dr,Dayton, NJ 08810",Dayton, 08810
725000,3.0,2.5,1792.0,1,0,10.0,12264.0,Single Family Residential,1984,68.0,49.0,"70 Voorhees Pl,Metuchen, NJ 08840",Metuchen, 08840
645000,5.0,2.0,,0,1,9.0,6681.0,Single Family Residential,1972,58.0,37.0,"45 Nelson Ave,Monroe, NJ 08816",Monroe, 08816
729000,4.0,4.0,1004.0,1,1,8.0,5644.0,Single Family Residential,1930,53.0,41.0,"24 Chestnut St,East Brunswick, NJ 08816",East Brunswick, 08816
995000,4.0,3.0,2674.0,1,0,,12048.0,Single Family Residential,1860,48.0,39.0,"9 Park Pl E,Cranbury, NJ 08512",Cranbury, 08512
745000,4.0,2.5,1726.0,1,1,7.0,12566.0,Single Family Residential,1985,25.0,35.0,"36 Lavender Dr,Edison, NJ 08820",Edison, 08820
374900,3.0,2.5,,1,0,6.0,8618.0,Single Family Residential,1986,52.0,38.0,"125 Nathan Dr,North Brunswick, NJ 08902",North Brunswick, 08902
439900,2.0,2.0,1280.0,1,1,6.0,2889.0,Single Family Residential,,31.0,32.0,"20 Dolley Madison Dr Unit A,Monroe, NJ 08831",Monroe, 08831
480000,4.0,2.0,1836.0,0,1,8.0,7124.0,Single Family Residential,1952,50.0,46.0,"50 Marion St,Carteret, NJ 07008",Carteret, 07008
415000,2.0,2.0,,0,1,6.0,3052.0,Single Family Residential,,13.0,28.0,"420 Andover Dr Unit A,Monroe, NJ 08831",Monroe, 08831
135000,2.0,1.0,,0,0,5.0,,Mobile/Manufactured Home,,20.0,29.0,"93 Vincent Ct,Spotswood, NJ 08884",Spotswood, 08884
531990,2.0,2.0,1004.0,1,0,,,,,31.0,36.0,"Bowery Plan,New Brunswick, NJ 08901",New Brunswick, 08901
400000,3.0,2.5,,0,0,7.0,6740.0,Single Family Residential,,32.0,41.0,"44 Dallenbach Ln,East Brunswick, NJ 08816",East Brunswick, 08816
567720,4.0,2.5,3070.0,1,0,,,Single Family Residential,1987,76.0,51.0,"66 Carteret Ave,Carteret Boro, NJ 07008-2517",Carteret Boro, 07008-2517
899000,5.0,2.5,3366.0,1,1,9.0,16389.0,Single Family Residential,1970,4.0,30.0,"51 Independence Dr,East Brunswick, NJ 08816",East Brunswick, 08816
224900,2.0,2.0,1374.0,0,0,7.0,1716.0,Condo/Co-op,1973,20.0,32.0,"248N Mystic Ln Unit 248N,Monroe, NJ 08831",Monroe, 08831
249999,2.0,1.0,,0,1,6.0,1384.0,Condo/Co-op,,29.0,31.0,"137 N Plymouth Ln,Monroe, NJ 08831",Monroe, 08831
1450000,4.0,4.5,5000.0,1,1,12.0,1.0,Vacant Land,,16.0,27.0,"115 NE Hardenburg Ln,East Brunswick, NJ 08816",East Brunswick, 08816
695000,4.0,2.5,2148.0,1,1,8.0,1.0,Vacant Land,,63.0,51.0,"5 George St,Milltown, NJ 08850",Milltown, 08850
519900,3.0,2.5,1968.0,0,1,11.0,8816.0,Condo/Co-op,,15.0,37.0,"27 Catherine Ct,South Amboy, NJ 08879",South Amboy, 08879
459900,4.0,2.0,1468.0,1,1,9.0,4220.0,Single Family Residential,1926,81.0,67.0,"12 Holmes Ave,South River, NJ 08882",South River, 08882
894990,4.0,2.5,2999.0,1,0,,,,,0.0,25.0,"Brookdale Plan,Old Bridge, NJ 08857",Old Bridge, 08857
650000,4.0,3.5,2672.0,1,1,11.0,12497.0,Single Family Residential,1961,57.0,55.0,"541 Allgair Ave,North Brunswick, NJ 08902",North Brunswick, 08902
1350000,5.0,4.5,4581.0,1,1,12.0,24063.0,Single Family Residential,1988,7.0,25.0,"7 Golden Pond Dr,East Brunswick, NJ 08850",East Brunswick, 08850
350000,2.0,2.0,1528.0,1,1,,2487.0,Single Family Residential,,22.0,29.0,"25-D James Buchanan Dr,Monroe Township, NJ 08831",Monroe Township, 08831
